epoch,accuracy,loss,lr,val_accuracy,val_loss
101,0.839937150478363,0.5169527530670166,1.2799999e-09,0.6722935438156128,1.1817491054534912
102,0.8428696393966675,0.5155102014541626,1.2799999e-09,0.6727120876312256,1.1824805736541748
103,0.8437074422836304,0.5104681849479675,2.5599997e-10,0.672433078289032,1.1812647581100464
104,0.8412637710571289,0.5152961611747742,2.5599997e-10,0.6717355251312256,1.1811574697494507
105,0.8427299857139587,0.5144938826560974,2.5599997e-10,0.6720145344734192,1.1830644607543945
106,0.8427648544311523,0.5166118741035461,2.5599997e-10,0.6720145344734192,1.1828031539916992
107,0.8418223261833191,0.5131428241729736,2.5599997e-10,0.6718750596046448,1.1813608407974243
108,0.8400070071220398,0.5193264484405518,2.5599997e-10,0.6729910969734192,1.1809942722320557
109,0.847338080406189,0.5081205368041992,2.5599997e-10,0.671456515789032,1.1824690103530884
110,0.8394833207130432,0.5184900760650635,2.5599997e-10,0.6720145344734192,1.1815235614776611
111,0.8441962003707886,0.5117902159690857,2.5599997e-10,0.6715959906578064,1.1827369928359985
112,0.8406004309654236,0.5178026556968689,2.5599997e-10,0.6717355251312256,1.183470606803894
113,0.8420317769050598,0.516577959060669,2.5599997e-10,0.6727120876312256,1.1812968254089355
114,0.84157794713974,0.5140711665153503,2.5599997e-10,0.6720145344734192,1.1809918880462646
115,0.8443358540534973,0.5120836496353149,5.1199996e-11,0.6715959906578064,1.1823612451553345
116,0.8417873978614807,0.5153219103813171,5.1199996e-11,0.6728516221046448,1.1827728748321533
117,0.8417271375656128,0.5119421482086182,5.1199996e-11,0.6721540689468384,1.181328535079956
118,0.8410193920135498,0.5149410367012024,5.1199996e-11,0.6715959906578064,1.1833857297897339
119,0.8409844636917114,0.5173349380493164,5.1199996e-11,0.6715959906578064,1.1826530694961548
120,0.8404608368873596,0.5135915279388428,5.1199996e-11,0.6728516221046448,1.1815946102142334
121,0.8433932662010193,0.5172144770622253,1.0239999e-11,0.6718750596046448,1.1834909915924072
122,0.8407400846481323,0.5170753598213196,1.0239999e-11,0.6721540689468384,1.181579828262329
123,0.8427648544311523,0.517331063747406,1.0239999e-11,0.6725725531578064,1.1813373565673828
124,0.84259033203125,0.5163838267326355,1.0239999e-11,0.6722935438156128,1.1819806098937988
125,0.8420667052268982,0.5129557847976685,1.0239999e-11,0.672433078289032,1.1815414428710938
126,0.8424856066703796,0.5167138576507568,1.0239999e-11,0.6715959906578064,1.1830685138702393
127,0.8418571949005127,0.5191583633422852,2.0479998e-12,0.6721540689468384,1.1811970472335815
128,0.8431139588356018,0.5141119360923767,2.0479998e-12,0.6722935438156128,1.180861473083496
129,0.8427648544311523,0.5159159302711487,2.0479998e-12,0.6715959906578064,1.1824476718902588
130,0.840635359287262,0.5191235542297363,2.0479998e-12,0.6721540689468384,1.1828382015228271
131,0.8438820242881775,0.5125284790992737,2.0479998e-12,0.672433078289032,1.1810486316680908
132,0.8394483923912048,0.5198997259140015,2.0479998e-12,0.672433078289032,1.1820056438446045
133,0.8390294909477234,0.5174771547317505,4.0959995e-13,0.6721540689468384,1.1834490299224854
134,0.84259033203125,0.516900360584259,4.0959995e-13,0.6710379719734192,1.1822876930236816
135,0.8403909802436829,0.5181442499160767,4.0959995e-13,0.6725725531578064,1.182421326637268
136,0.839867353439331,0.5165079236030579,4.0959995e-13,0.6721540689468384,1.1817487478256226
137,0.841647744178772,0.517342746257782,4.0959995e-13,0.6721540689468384,1.182936191558838
138,0.8430790901184082,0.5116625428199768,4.0959995e-13,0.6720145344734192,1.1814981698989868
139,0.8409146666526794,0.5186861753463745,8.191999e-14,0.6727120876312256,1.1816624402999878
140,0.8418921232223511,0.5196964144706726,8.191999e-14,0.6727120876312256,1.1817716360092163
141,0.8412637710571289,0.5131679773330688,8.191999e-14,0.6718750596046448,1.1819266080856323
142,0.8401815295219421,0.5185161232948303,8.191999e-14,0.6722935438156128,1.1829288005828857
143,0.8405306339263916,0.5155099630355835,8.191999e-14,0.671456515789032,1.1821331977844238
144,0.8413684964179993,0.5140566229820251,8.191999e-14,0.6715959906578064,1.1827949285507202
145,0.8414732217788696,0.5210373997688293,1.6383999e-14,0.6717355251312256,1.1823700666427612
146,0.8423459529876709,0.5150168538093567,1.6383999e-14,0.6720145344734192,1.1820402145385742
147,0.845313310623169,0.5041249990463257,1.6383999e-14,0.6721540689468384,1.1818435192108154
148,0.8415080904960632,0.5168856978416443,1.6383999e-14,0.6727120876312256,1.1822842359542847
149,0.844545304775238,0.5142641663551331,1.6383999e-14,0.6717355251312256,1.18165922164917
